age,radius,mass,convective_radius,radiative_mass,radiative_moment_of_inertia,convective_moment_of_inertia,luminosity,convective_turnover_time,mass_loss_rate
1e-05,6.4349638485069285,2.3,0.5538462599203835,0.0105643822462852,5.7914178576079046e-06,0.1983880629084004,22.96347378221361,14918307.546645446,1.2258460391622075e-11
0.00025958682112,6.434963838455673,2.2999999999999945,0.5538462596384477,0.0105643822462828,5.7914178697952255e-06,0.1983880633268975,22.96391054619829,14918348.45685676,1.2258647631073496e-11
0.0018668799962237,6.43496380078927,2.2999999999999736,0.5538462578181307,0.0105643822462956,5.791417899473474e-06,0.1983880643469803,22.96389274091496,14918321.60100523,1.225863637878914e-11
0.0118188156899884,6.434963665133525,2.2999999999998515,0.5538462465411549,0.0105643822462954,5.7914179074591655e-06,0.1983880646405941,22.963891436686133,14918332.438369632,1.2258635361330309e-11
0.0734385783984542,6.434962843021527,2.299999999999097,0.5538461767117524,0.010564382246305,5.791417924690738e-06,0.1983880653525254,22.96388661027921,14918335.875227245,1.2258631804505818e-11
0.4549719075001067,6.43495775762137,2.299999999994419,0.5538457443393863,0.0105643822463038,5.791418022423261e-06,0.1983880694531811,22.963855190602693,14918272.584148288,1.2258609710663967e-11
2.817325717658333,6.434926270868155,2.299999999965461,0.5538430672110606,0.010564382246302,5.791418626501566e-06,0.1983880948193611,22.963660660099748,14918210.12871937,1.2258473249685696e-11
17.444397846610435,6.434731326756843,2.2999999997861624,0.553826492126461,0.0105643822463039,5.791422363817516e-06,0.1983882518509777,22.962457380920647,14918139.584310684,1.2257628485792948e-11
108.01137310051504,6.433524798649869,2.2999999986762925,0.5537239020062605,0.0105643822463035,5.791445408687343e-06,0.1983892235450788,22.95500937045777,14917708.921395129,1.2252400078269347e-11
668.7782124467157,6.426073843239501,2.2999999918157488,0.5530901775380379,0.0105643822463026,5.791584664344031e-06,0.1983952241590758,22.909019886584343,14915062.513241762,1.2220123201881943e-11
4140.898676100714,6.380674916819378,2.299999949771161,0.6328720599015409,0.0171683364758088,1.2107441038159318e-05,0.1984196237730022,22.62915401257267,14448825.112883778,1.2023911948733909e-11
23199.0449994088,6.1516203982720725,2.299999731371312,0.8918603445021475,0.051465362706821,6.600538688519508e-05,0.1984697248661593,21.255616946473324,13173346.470743552,1.1006680304048108e-11
55222.25953235215,5.827434065025932,2.299999406634901,1.1408720622177315,0.1062057726967986,0.0005411506724187,0.198207691922699,19.355306820340672,11900579.887534805,9.496854546160113e-12
92374.552939847,5.521005078046686,2.2999990815880573,1.3201789278692442,0.1826901754955973,0.0015008858451526,0.1973415590467015,17.63223371703614,10884128.340548689,8.195539271923962e-12
135440.01609631488,5.232312262813159,2.29999875643581,1.470075882368364,0.2808792958318165,0.0033108704868358,0.1955039287977953,16.06049962287556,9978098.693755953,7.072499180811788e-12
185468.0949536325,4.960446102375425,2.2999984302424594,1.5466454615010023,0.3693761347018472,0.0054404976377134,0.1932098299868442,14.633348971912136,9318519.191245656,6.110524267141225e-12
243664.1962871001,4.704921849663214,2.2999981022433977,1.6170080811314371,0.4749395922580725,0.0085555363549564,0.1896998566534498,13.34942566608006,8566314.728545891,5.285590234292572e-12
311497.9215216507,4.465248099629774,2.2999977712331114,1.6791162108706743,0.5960223098876999,0.0128499825076897,0.1847012316882636,12.19036750915219,8015815.937389641,4.580158473258823e-12
390802.77119258937,4.240871457665175,2.2999974354116164,1.7159796226354942,0.7154182845245939,0.0177511783854226,0.1786966829438518,11.158112694202073,7384057.532379959,3.980506628223469e-12
483727.4872648234,4.031806549595869,2.299997092922797,1.7471708934405163,0.8457933289146446,0.0238052416379008,0.1709927267578726,10.236161677977613,6922274.471901383,3.4701125167618828e-12
593021.5076812988,3.837912356794996,2.2999967406849544,1.771732153203551,0.98404220218242,0.0309195867239773,0.1615077543799488,9.435235233525916,6287720.62763917,3.0428212683868207e-12
722196.2363958489,3.659566066932512,2.2999963743392136,1.789135636985014,1.1266503337582658,0.0388312288900947,0.1502583313891997,8.74565265797348,5812860.39617536,2.6862905579887215e-12
876035.510978295,3.49758923195913,2.299995986923937,1.7989453363007164,1.269929490531733,0.0470624069217972,0.1373648533037866,8.17554501212917,5295611.740094709,2.397624081382802e-12
1061280.5745833698,3.3541901410543367,2.299995567179573,1.827339753034762,1.4404569981627713,0.0574227853159624,0.1204514141619862,7.74689294983435,4681395.281278168,2.174388251571123e-12
1288591.302090278,3.234753612245967,2.2999950942121696,1.8694427364313424,1.6296952265821685,0.0678175780975834,0.0998312205470416,7.492055997691609,4021197.79569059,2.0212063245657798e-12
1578481.9106887956,3.1541290743324124,2.2999945202787786,1.9375370524695357,1.8268611705280284,0.0783944514431756,0.074913565746355,7.533880844339988,3314113.955114573,1.968154869394927e-12
1913155.2969569736,3.158868440624818,2.299993842836727,2.069843866196585,2.020181610113246,0.0849906576537497,0.0474928930751302,8.156508520203396,2548272.648295484,2.1099031454966934e-12
2162460.8152023563,3.254898518511445,2.299993274795787,2.270910816586556,2.152403665692508,0.0858041627615648,0.0269302452397691,9.28028906674902,1830017.4069983885,2.4624141297407928e-12
2335375.611450756,3.389751159842897,2.2999928066713067,2.4801886033433305,2.222749576973708,0.0815006487132262,0.0149305003747708,10.66728364679865,1336422.5536113086,2.946096824953114e-12
2470127.58064842,3.529755693291927,2.299992369757848,2.6882391220201707,2.260778105386445,0.0751662198608272,0.007969960724259,12.177793500484634,975798.7009755,3.507564291606777e-12
2589176.7843381204,3.654710046156629,2.299991914206137,2.8869769498092417,2.2811398828869667,0.0683078942333669,0.0040155452861065,13.703766536955632,699012.5336430394,4.095678478511133e-12
2700467.13152379,3.758777689205041,2.29999142271024,3.0656906268259045,2.2913841179589927,0.0615762448723338,0.0019120233881063,15.208631962478636,491619.58956705424,4.683710383826178e-12
2803672.7188359727,3.843876350739844,2.2999909066301845,3.23091460468772,2.296379717143677,0.0554532998607688,0.0008351959871573,16.695291131264728,331427.16543648386,5.266020845742237e-12
2897875.7766878707,3.910908591363621,2.2999903812928424,3.3866854764060057,2.298651645869195,0.0501647878235766,0.000322495192327,18.16271759420444,210382.0663190376,5.836572846455651e-12
2983405.5400958387,3.958769338496901,2.2999898564329038,3.533540199744272,2.299576161029917,0.0457758755528624,0.0001039997664674,19.60796817162556,120673.38757160657,6.385909760024693e-12
3061230.3138292786,3.985529847868723,2.299989337344056,3.6601787298176376,2.2998856741988,0.0422582069131075,2.721817914592555e-05,21.03151865537701,65446.4503846712,6.90388089414165e-12
3131874.0966067025,3.988551166408844,2.29998883122727,3.763559659852321,2.299969688623369,0.039583511530573,5.233068389079299e-06,22.4237425523785,30737.735293092355,7.375786221839583e-12
3196241.4511706675,3.957713175888215,2.29998834207335,3.852362839479547,2.2999870214053586,0.0378361116498779,2.8842693487523468e-06,23.781548289551104,10350.351340506968,7.77304517781055e-12
3258127.8729124563,3.89464571547946,2.2999878496292654,3.839503808919252,2.299987702978469,0.0367813121300511,2.978438428232504e-06,25.1702581433107,5471.633326171293,8.101301728760445e-12
3324157.893975583,3.8007168109546527,2.2999873035458456,3.752094478005676,2.2999872308979508,0.0361319617119133,3.127473372062437e-06,26.742130017321116,212118.41207472785,8.400808740045317e-12
3399988.792516405,3.680413131014954,2.2999866531781445,3.631134248517679,2.299986593985336,0.0355929638116209,3.335274815059669e-06,28.660635439742,191389.29277170528,8.71900757759189e-12
3479380.258732532,3.548659254641803,2.2999859470515744,3.5004844396864483,2.2999858996319578,0.0351205212868499,3.5875362694443426e-06,30.7967422891213,1332460.6309981926,9.034985653491764e-12
3561300.33535294,3.408388475514036,2.299985193079868,3.362054106389127,2.2999851553310937,0.0347123218904731,3.888900811930328e-06,33.126207757648714,1.0402791968203798e+17,9.337601417239762e-12
3645074.703816228,3.261224810666535,2.299984397956335,3.217330745821398,2.299984368196507,0.0343854021513159,4.247796645245627e-06,35.61622829949369,8.737746088251691e+16,9.610509962361969e-12
3729368.4747414794,3.1106010531916533,2.2999835813311726,3.069183187100209,2.299983557932291,0.0341551178974739,4.669138082859916e-06,38.18944303193757,7.242967156497618e+16,9.584415967386574e-12
3814775.0625585946,2.956246814706356,2.299982795187972,2.91752471835229,2.299982776820311,0.0340504185470346,5.169447336337859e-06,40.78153318874079,5.8295362012031016e+16,8.872592158909945e-12
3901892.9845755217,2.798515967746319,2.2999820628390726,2.7629463100697267,2.299982048783884,0.0341217085891348,5.7685950823306925e-06,43.23085958168458,4.710099345435848e+16,8.004804556120026e-12
3990558.726476822,2.6398141390934318,2.2999814011662245,2.607652266990564,2.2999813903453887,0.0344762687457973,6.483045319165195e-06,45.146255613397074,661573.5660301647,7.005472314851841e-12
4083977.365411524,2.4783785891964145,2.2999808032596256,2.4497091763025853,2.299980794954396,0.0353834487617504,7.355133750560498e-06,45.69762352540079,2.908773226638466e+16,5.908235225582384e-12
4190887.284435916,2.3090693487249547,2.2999802397010094,2.2840865142164377,2.2999802331926418,0.0374860961172459,8.473289120753472e-06,43.16394963599921,2.181964697676795e+16,4.786851844937675e-12
4323799.274975096,2.136841355713571,2.2999796809079736,2.1153739152308586,2.299979675657408,0.0412030999192481,9.89421909594164e-06,37.01810834411378,282247.5347047666,3.795973954566292e-12
4522590.294591102,1.982295996303879,2.2999790216583818,1.9637990493010251,2.299979017261326,0.0453714807151754,1.1497123606064484e-05,30.526582913388165,151097.00827842703,3.026358027039913e-12
4877154.422155539,1.884890822610404,2.2999780511247923,1.8681971023343324,2.2999780477609315,0.0450120416375466,1.2716101670054123e-05,32.587800240797804,9799078852235968.0,2.5443559841120996e-12
5208545.041926561,1.7866689438866414,2.299977314020159,1.7715268301622815,2.299977311375044,0.0445800709711614,1.4152669129414763e-05,36.00664031278374,7934284536500054.0,1.951388700026692e-12
5682268.395230684,1.676751788405508,2.2999765132664622,1.6634996448323742,2.299976511106499,0.0478646304868482,1.6069010159333127e-05,31.814616541896942,334792.5187099793,1.5784873548913437e-12
7930511.42044297,1.6501548202714442,2.299973061047305,1.6373730546269138,2.29997305895922,0.0490619512620769,1.6591205743446447e-05,30.036695773675003,783952.776553756,1.5246994171913724e-12
21851039.646056656,1.6624362330568263,2.299951637150872,1.649410780067548,2.299951634990932,0.0489019023503006,1.6347125145857054e-05,30.018777122504787,127795.78499357207,1.561021906994578e-12
84386379.39773412,1.7400186384286718,2.2998447257578816,1.7258014867757188,2.299844723238692,0.0473681333130029,1.492257487726264e-05,30.91132724131573,102353.04807096478,1.8382795130456373e-12
165749056.2194209,1.844833369347136,2.299676788376756,1.8288070368554512,2.299676785237915,0.0453026221699842,1.3276053385651824e-05,32.378048199696586,59698.40230544831,2.2611907782465244e-12
243524801.8410379,1.960597848498273,2.299479924259798,1.9424642773954837,2.2994799203577267,0.0432249054443445,1.1755562564305471e-05,33.985787387483576,112736.38524314192,2.7725761025418453e-12
313471384.8127738,2.086886536852307,2.299263444082858,2.066328281927746,2.299263439193189,0.0412418847191828,1.037680543490276e-05,35.569683469548124,79436.08226805352,3.385981711062774e-12
374968191.92953485,2.2238480890747865,2.2990318381683674,2.200648828734144,2.299031832021908,0.0393930453656281,9.13891972777412e-06,37.04163033913597,54051.36761719857,4.110539171302261e-12
428526887.8934124,2.3722209422786578,2.298787816710749,2.3461093762778384,2.298787808948607,0.0376912746322104,8.032318574871145e-06,38.34757550490631,144960.98026465354,4.956852926222219e-12
474800187.75534666,2.532593962627328,2.298534751038575,2.503168179610244,2.2985347413019834,0.0361412365590683,7.048032114981709e-06,39.43968030369382,140127.49675455166,5.9297095928418144e-12
514709360.7932021,2.703639399133312,2.2982750710231463,2.6703911889324083,2.298275058055705,0.0347472033378703,6.185154370102776e-06,40.308916553701344,207533.43713571416,7.020463055020258e-12
549326618.8185526,2.8854665867522384,2.298009855385705,2.848209529093149,2.298009838829121,0.0334891341166007,5.430828604629365e-06,40.9766264595408,123900.22433428367,8.225699934335747e-12
580217351.2242603,3.075151781136198,2.2977341461518668,3.0338969898418733,2.297734125109507,0.0323360191205623,4.78208390889299e-06,41.55689988814628,174835.29408247236,9.528987996515951e-12
610651179.289244,3.235161230943985,2.297421425042259,3.189738787130469,2.297421399515612,0.0311799483495578,4.321331238047149e-06,42.89033721530182,313691.3360382651,1.0839930473721312e-11
623048251.1914605,3.0634063325002083,2.297287272381159,3.021227917096303,2.2972872533171227,0.0306371547127606,4.819761684974428e-06,47.430381442941474,6.691886512194163e+16,1.0234101675873824e-11
624611275.5957248,2.90495826762594,2.29727204838118,2.866354215517932,2.297272034342552,0.03004135962079,5.359914463506661e-06,52.66152450602052,913822.0147408128,9.190071289621976e-12
624926609.4914984,2.8761853595728213,2.297269203063768,2.837741409117965,2.2972691890251578,0.0301256450664533,5.467697129465557e-06,52.63850948353284,262385.01315084647,8.912034233850057e-12
625212369.0938624,2.9330863558483906,2.2972666301857565,2.8934717020534992,2.2972666147113703,0.03002947932917,5.257617405411773e-06,51.534583579902765,359651.7018164488,9.20262018789136e-12
625771124.5046527,3.0621710151489103,2.29726108026869,3.0197020379871056,2.297261062999606,0.0290262109646878,4.823706167953772e-06,53.53168783305688,514830.572124916,1.0388287123231129e-11
626664784.3079346,3.1364673211659304,2.2972514037150686,3.0918105688934605,2.297251384651329,0.0285483513334818,4.597905313050342e-06,54.32240228430578,146444.18714946945,1.1101614793061576e-11
627677755.1156285,3.1834584394971945,2.297239902596652,3.137703392061516,2.297239882456177,0.0282780845499035,4.46318987025541e-06,54.68194327674127,182566.6707703531,1.1542132472703156e-11
629825459.1823689,3.2596795495576223,2.297214353880209,3.212266346641365,2.2972143323041987,0.0278594689563212,4.2569519291059965e-06,55.21154330105664,240928.9608945557,1.2150593444094883e-11
635874378.8041216,3.4740979523485933,2.297134881758235,3.420966110345002,2.297134853715075,0.0268212007823309,3.7478264154325934e-06,56.37805339994085,235061.01991046045,1.4062628349780367e-11
640718446.3429785,3.7335357694748503,2.2970607942873973,3.673321056043373,2.297060756586616,0.0258630722942814,3.2451663239264963e-06,56.90703303877647,158644.35526749407,1.649240690464255e-11
643790529.1609427,4.005290326486618,2.2970062515022054,3.937674030656756,2.2970062006067447,0.0251178479986212,2.819810363284855e-06,56.687418537823504,219724.1611278648,1.874745196143315e-11
645829571.3419021,4.284765880895266,2.2969668727277117,4.210046960167271,2.296966805156345,0.0245391765351148,2.4640025726767777e-06,55.94109507393247,231929.211247406,1.9810361801492207e-11
647293322.531965,4.575812299160476,2.2969371406550723,4.494005421939261,2.2969370510831006,0.0240806381672549,2.160551237850346e-06,54.80552511078936,145637.6956444278,2.0747234693248364e-11
648375005.7649702,4.87051385463558,2.296914236142247,4.781447253115094,2.2969141172681744,0.0237349391551102,1.907022149510799e-06,53.41035325804222,322295.129633778,2.153695020305464e-11
649217971.1467953,5.171216568710822,2.296895775036482,5.076476842512624,2.296895621419086,0.023481520942078,1.691699969657859e-06,51.81904939007685,198861.7681765535,2.2200280494615483e-11
649884204.4576297,5.4703060902235325,2.296880789608293,5.370074481228858,2.2968805806996766,0.0233259519372503,1.5117792205503631e-06,50.11706577470037,339818.86638090224,2.272857006157856e-11
650410394.6606025,5.750120668920974,2.296868719840683,5.646010575337778,2.29686839839262,0.023317911539968,1.3682327841179557e-06,48.40058212474454,19768.167036614905,2.309389964846742e-11
650827389.7433901,5.966915882774407,2.296859058730758,5.774296277960831,2.296856699414055,0.0237225182800772,1.270620638725648e-06,46.75202890412153,17519.342917242284,2.3182188243376758e-11
651194563.784819,6.118283301216195,2.2968505834410644,5.672239100504804,2.296811468949705,0.0247132204113832,1.0406894275542634e-05,45.043856616488966,51844.01729468901,2.2941413753866472e-11
651555119.8381741,6.196365667297431,2.2968424339239504,5.475493512162434,2.296569737381298,0.0266191062773503,6.742898450799378e-05,43.08688539245908,122629.49096797862,2.2265592191873968e-11
651914649.3054788,6.225930272132966,2.296834621411625,5.27069742113663,2.295721609624657,0.0293971713446875,0.0002597511790605,40.83284479198026,223127.6680929112,2.123934161096221e-11
652272964.07844,6.207703317351899,2.2968272687010245,5.011266959422071,2.293029382467072,0.0331383974258223,0.0008313113768267,38.25855492569183,377071.365784869,1.9881656745905277e-11
652622912.7141645,6.144670196791527,2.2968206154546458,4.744756639455102,2.2863525399982856,0.0377989731628919,0.0021542016949904,35.44380382984738,601201.0187207441,1.826295585217904e-11
652960671.668665,6.047380808737711,2.296814767252961,4.450996536021791,2.271399936467963,0.0428535868461222,0.0049575820386535,32.54042165267062,891403.740649526,1.6522351746127835e-11
653291048.7871671,5.932007515872097,2.2968096223577468,4.153196559741045,2.241269823421165,0.047733802569777,0.0101736349359005,29.720977003208606,1248638.6073470132,1.4809223343345013e-11
653622767.4052855,5.823882612220875,2.2968049949430225,3.909949299556037,2.192763973669648,0.0521660037630761,0.0181161759220908,27.2025941175886,1654778.060958222,1.3294565840142284e-11
653967949.3241506,5.757604804944863,2.29680063819611,3.637676106748736,2.1041700343116325,0.0533679988257182,0.0312830661160696,25.218167628582133,2225314.052365496,1.2149378479991783e-11
654339488.067422,5.777226222694113,2.296796265787369,3.3872918623263035,1.962573390374548,0.0500109025796643,0.0500920349093571,24.05446032082453,2951900.376892616,1.1563682900028242e-11
654726193.190413,5.9160917885282,2.296791784426216,3.186222766330847,1.77641789889649,0.0426560591874945,0.0717135835349977,23.982118651410964,3772281.225056882,1.17285898953639e-11
655102704.2841315,6.151169981153103,2.296787208631613,3.029485372654961,1.5794814713764374,0.0331525086980322,0.0912453595519246,24.8783348905396,4519164.221486875,1.2593966654313334e-11
655490631.6638609,6.452375842961325,2.2967820337223155,2.842128595890975,1.358118344508254,0.0236097002773336,0.1086551310763538,26.45815557293244,5327801.172727918,1.4012684262946291e-11
655912057.6624352,6.800951332625043,2.2967756966274133,2.6762188166642957,1.163697044229571,0.0158058000680282,0.1214797062516691,28.556442625306197,6085812.531744188,1.5915831609125588e-11
656385432.3329182,7.193014723381398,2.296767543971632,2.4640143381160358,0.9705691952777736,0.009348108369428,0.1314512710221015,31.13270210625991,6840800.575677316,1.833032597867321e-11
