age,radius,mass,convective_radius,radiative_mass,radiative_moment_of_inertia,convective_moment_of_inertia,luminosity,convective_turnover_time,mass_loss_rate
1e-05,2.5266952958035245,1.2,0.2306974824037333,0.0071504751356098,1.3563228966011194e-05,0.2000825803244968,2.729988852051365,12861558.890469223,1.0967599725124733e-12
0.00025958682112,2.5266953007426074,1.2,0.2306974823839981,0.0071504751356098,1.356322891298548e-05,0.2000825795085835,2.730428719471154,12861164.375831638,1.0969359612516537e-12
0.0018668799962237,2.5266951629046237,1.1999999999999973,0.2306974822545345,0.0071504751356075,1.3563230392806436e-05,0.200082601115058,2.7304586448687216,12861801.710949786,1.0969468387124544e-12
0.0118188156899884,2.5266951446830537,1.1999999999999862,0.230697481450822,0.0071504751356147,1.3563230588432336e-05,0.2000826026090708,2.730459888253738,12861680.087846754,1.096947321860001e-12
0.0734385783984542,2.5266950890625344,1.199999999999919,0.2306974764719746,0.0071504751356127,1.3563231185571977e-05,0.2000826027932885,2.730459730398308,12861709.771909406,1.096947269949993e-12
0.4549719075001067,2.5266947472526624,1.1999999999995,0.2306974456406937,0.0071504751356191,1.3563234855229825e-05,0.2000826035212151,2.7304589809997126,12861095.765666729,1.0969468607069068e-12
2.817325717658333,2.526692633601174,1.199999999996909,0.2306972547304202,0.0071504751356174,1.3563257547345318e-05,0.200082607594935,2.7304541745954016,12860743.422041548,1.0969445058634746e-12
17.444397846610435,2.526679543762609,1.1999999999808644,0.2306960726714328,0.007150475135618,1.356339808083018e-05,0.2000826332624808,2.730424404760537,12860734.910356948,1.0969297941825902e-12
108.01137310051504,2.526598501991213,1.1999999998815232,0.2306887541717289,0.0071504751356172,1.3564268199967048e-05,0.2000827920797019,2.730240222507807,12860703.95475806,1.0968388181160201e-12
668.7782124467157,2.5260969611672426,1.19999999926663,0.2306434591927257,0.0071504751356171,1.3569654943616623e-05,0.2000837749770432,2.729100080416261,12860516.039452411,1.0962757016568979e-12
4140.898676100714,2.523001062891405,1.1999999954670248,0.2303637478970477,0.0071504751356176,1.3602977244636082e-05,0.2000898403431826,2.7220669137297016,12859369.9637424,1.0928019718863571e-12
25639.353413867542,2.5041882943222777,1.1999999722292822,0.2884707844019949,0.014950770687768,1.6093327802355647e-05,0.2000917409625021,2.679475703442173,12247186.934031395,1.0717731757756868e-12
139707.77316131094,2.413438122311545,1.1999998566340042,0.3763408992510469,0.0293692480600809,0.0001323351048394,0.2000958740843458,2.479545497642207,11367856.310995886,9.6693867224134e-13
325163.45060794713,2.2910920470826954,1.1999996928439267,0.4945283705977185,0.0712590743237181,0.0008818113715753,0.1994764320776106,2.2184860153604595,10197586.836570395,8.214991142161524e-13
543702.2638033761,2.175577430882458,1.1999995289480423,0.5698573260726498,0.1201513379252278,0.0023240156723518,0.1980253765288441,1.9836775210230035,9266725.755810082,6.97517987254066e-13
801761.4892539299,2.0667710858941883,1.1999993645567817,0.6207710983396031,0.1728691414202436,0.0045063850619344,0.1956569823353944,1.774444049965578,8582561.54418529,5.926724370957897e-13
1107345.6462983885,1.9645456281186608,1.1999991990547398,0.6642741631165114,0.2353531824665874,0.0078573565923034,0.1918385995867988,1.589019774238129,7959667.339686461,5.043762684385744e-13
1470252.7979901186,1.868768452134076,1.1999990315523663,0.6930583164748084,0.2984265194446435,0.0119889646050048,0.1868592891377507,1.4261792091393046,7508413.859313967,4.304457085371627e-13
1902999.433421621,1.779276000890846,1.1999988606976175,0.7241507898054786,0.3761948150592418,0.0180764745217737,0.179372159627777,1.2852788667958317,6863431.030903324,3.6912059311242534e-13
2419950.4740888653,1.6961164436674083,1.199998685004412,0.7431419471435342,0.451275040167153,0.0247989632641668,0.1705419896182683,1.165819729358102,6375583.314350798,3.1887141048763854e-13
3038885.703488826,1.6193374619847802,1.1999985022113795,0.7577640273429272,0.5295515289299044,0.0325494276832338,0.1597319070382158,1.068209406424372,5827388.086093431,2.785652638739257e-13
3780547.187606747,1.5491795017113423,1.1999983092720357,0.7681179207792083,0.6089152052120984,0.0409230192447663,0.1470540801324847,0.9927936279529812,5321233.145113768,2.472128025215071e-13
4669641.702066163,1.485997208614826,1.1999981015409242,0.7784272505893558,0.6929597057979887,0.0501585868048603,0.1318927990617647,0.9419343661775093,4812069.480126973,2.243835269303771e-13
5732253.016908513,1.4305901660997042,1.1999978724602034,0.7913734818787145,0.7825115199756216,0.0601472409072179,0.1138952056942531,0.9196208046780858,4171962.574771868,2.1007057385488106e-13
6996990.797744008,1.3841681026716457,1.1999976113244994,0.8035196358507486,0.8711173382223099,0.0681960774676151,0.094415221491011,0.93235202660615,3604217.3502776753,2.051104910772348e-13
8488046.305124843,1.3490665144049891,1.1999973014914955,0.8142875895407052,0.949750395607675,0.07404478556307,0.0746481485025625,0.994168739944452,3042757.858864072,2.1180467733264745e-13
10142060.575119931,1.330257133791863,1.1999969331904996,0.8364235012809402,1.025813781374825,0.0773193482156256,0.0542059324431699,1.1212380441647778,2454533.682416629,2.340160277879518e-13
11696360.404619789,1.3323021169161844,1.1999965394414962,0.8692309185474169,1.085437577080801,0.0765347176622818,0.0371131354249782,1.3060700033165642,1957454.0977005456,2.7211341447095884e-13
12983136.154622223,1.3515158124427713,1.1999961559554695,0.9124600931429598,1.127089861958508,0.0729895463873489,0.0245551891499333,1.5254039957830734,1545844.3476265855,3.222737367555486e-13
